the,17903
be,13051
.,12909
,,10922
to,9599
of,7424
a,6691
and,6223
in,5786
say,5507
have,5492
for,3260
it,2689
that,2674
he,2566
they,2508
we,2415
from,2073
will,2073
on,2065
's,2050
not,1865
Australia,1583
with,1541
at,1516
but,1312
year,1288
there,1212
this,1095
by,1074
as,1066
farmer,1030
price,955
do,948
I,923
-,912
water,887
grower,887
more,879
industry,855
up,848
australian,797
$,796
get,784
about,750
which,700
cent,685
go,685
South,681
can,664
market,652
per,635
its,628
new,621
out,614
wheat,593
some,588
company,580
million,558
one,555
over,542
would,540
export,539
New,538
make,532
than,525
crop,517
now,514
so,509
grain,502
you,500
if,489
need,483
people,482
Government,481
into,479
or,472
think,470
state,470
Queensland,465
could,462
farm,460
what,453
Federal,453
drought,450
time,445
US,441
last,441
government,441
because,440
use,436
all,433
look,430
after,417
AWB,416
just,415
change,407
see,406
Mr,399
help,396
take,394
also,394
very,392
come,385
work,383
week,382
Wales,375
other,371
cattle,353
area,353
month,352
cost,350
increase,346
find,345
she,344
country,343
expect,334
wool,327
want,326
two,324
rural,322
plan,317
',309
under,308
next,305
around,305
first,303
producer,300
down,299
beef,298
back,287
concern,287
Minister,286
fruit,285
-lrb,284
-rrb,284
way,283
no,281
system,279
season,278
tonne,277
call,276
most,275
any,275
like,271
who,271
trade,270
report,265
number,264
sell,262
should,262
give,261
good,260
sale,259
group,258
grow,256
when,255
rain,255
while,255
only,254
production,248
Victoria,248
pay,247
still,244
many,243
day,242
major,239
today,235
lot,235
region,235
put,234
Peter,232
across,232
those,232
may,231
future,231
start,231
fall,231
National,231
wine,230
plant,230
set,229
Association,229
national,228
continue,228
well,227
stock,227
know,223
sheep,222
between,221
community,218
off,218
through,217
import,217
show,217
Farmers,216
big,216
how,215
disease,214
really,213
try,213
animal,212
rise,212
support,212
high,211
condition,207
deal,207
world,206
inquiry,206
record,204
three,202
research,202
issue,202
where,202
Agriculture,201
dairy,200
much,197
level,196
cut,195
sector,194
harvest,194
business,192
produce,192
dry,191
demand,191
Murray,190
Western,187
local,187
better,186
believe,186
buy,186
northern,182
north,182
another,181
food,180
end,179
problem,179
part,178
hope,176
:,175
thing,175
fuel,175
talk,175
project,174
before,173
western,172
single,172
force,171
10,170
feed,170
move,169
tell,168
meat,167
bit,167
impact,166
include,166
far,165
keep,164
worker,163
`,162
decision,162
due,161
property,161
offer,161
oil,161
drop,160
John,160
biggest,159
claim,159
product,158
supply,158
Tasmania,156
reduce,156
head,155
money,154
grape,154
program,154
livestock,153
meet,152
even,151
affect,151
dollar,150
place,150
cause,150
then,149
probably,147
five,147
WA,146
land,146
leave,146
scheme,146
hit,145
near,144
desk,143
manage,141
victorian,140
too,140
hold,140
already,140
lose,139
mean,138
lead,138
Council,138
despite,138
enough,138
live,137
Department,137
whether,137
these,137
past,136
since,136
able,135
access,135
low,135
rate,135
stop,134
Cole,134
shortage,134
long,134
provide,133
run,133
allow,132
higher,132
here,132
against,131
service,131
push,130
result,129
actually,129
open,129
receive,129
awb,129
term,128
process,128
fire,128
further,127
Dr,127
four,127
River,127
agriculture,127
damage,126
tax,126
irrigator,126
30,125
quite,125
climate,125
contract,125
yesterday,124
20,123
right,123
mining,123
improve,122
code,122
consider,122
become,122
mine,121
Australian,121
share,121
control,121
development,121
announce,120
Federation,120
ask,120
case,120
regional,119
early,119
small,119
southern,119
certainly,119
director,118
interest,117
job,117
meanwhile,117
ban,117
Japan,116
fishing,116
cow,115
own,115
exporter,114
manager,114
cyclone,114
urge,113
less,112
develop,112
six,112
power,111
family,111
bring,111
executive,110
little,110
federal,109
competition,109
body,109
benefit,109
almost,108
face,108
town,108
average,107
billion,107
current,107
ago,106
until,106
road,106
United,105
risk,105
best,104
fund,104
public,104
analyst,103
resource,102
member,102
send,102
Iraq,102
south,101
release,101
return,101
McGauran,101
health,100
top,100
agreement,100
sort,100
line,99
global,99
strong,99
half,99
chairman,99
former,99
moment,98
processor,98
during,98
spend,97
commodity,97
central,97
tree,97
David,96
quarantine,96
consumer,96
within,96
weather,96
Valley,96
value,95
might,95
forecast,95
marketing,94
lack,94
-lsb,94
lower,94
loss,94
win,94
city,93
pressure,93
Livestock,93
-rsb,93
winter,93
survey,93
campaign,93
12,92
China,92
few,92
authority,92
action,92
river,92
Zealand,91
international,91
estimate,91
particularly,91
document,91
banana,91
canola,91
Ian,90
vegetable,90
happen,90
assistance,90
scientist,90
important,90
break,90
cane,90
Territory,90
?,89
significant,89
law,89
latest,89
100,89
rainfall,89
kilometre,89
meeting,89
shipment,88
large,88
hard,88
begin,88
pool,87
largest,87
environmental,87
financial,87
sugar,87
profit,87
trading,86
president,86
reject,86
close,86
earlier,85
milk,85
fight,85
eastern,85
primary,85
coast,84
States,84
University,84
spokesman,84
quality,84
40,83
trial,83
study,83
ethanol,83
gold,82
remain,82
both,82
policy,82
territory,82
question,81
domestic,81
buyer,81
follow,81
blame,81
remote,81
Wool,81
Govt,81
amount,81
50,80
worry,80
raise,80
same,80
transport,80
prepare,80
management,80
hectare,80
station,79
hundred,79
involve,79
